MainBranch,RemoteWork,EdLevel,LearnCode,LearnCodeOnline,YearsCode,DevType,OrgSize,Country,WorkExp,Industry,generation,Employment_Status,Language_Category,Tech_Category
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,22,Software Development Roles,Small Organizations,Bulgaria,14.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",JavaScript Libraries
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,16,Software Development Roles,Medium Organizations,Germany,14.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Backend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,5,Software Development Roles,Large Organizations,India,5.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,5,Software Development Roles,Medium Organizations,Thailand,4.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Static Site Generators, Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Colleague / On-the-job Training,Mixed Approaches,10,Software Development Roles,Small Organizations,Israel,9.0,Manufacturing Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,15,Software Development Roles,Small Organizations,Sweden,14.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming",Frontend Technologies
Non-developer,Remote,Secondary Education,Online Courses / Bootcamps,Mixed Approaches,3,Software Development Roles,Small Organizations,United Kingdom of Great Britain and Northern Ireland,10.0,Technology and Information Services,Y,Not employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Colleague / On-the-job Training,Mixed Approaches,9,Software Development Roles,Small Organizations,Australia,2.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,16,Software Development Roles,Small Organizations,Israel,10.0,Healthcare and Education,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Secondary Education,Books / Physical Media,Mixed Approaches,4,Software Development Roles,Medium Organizations,Italy,3.0,Technology and Information Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development",Frontend Technologies
Developer,In-person,Degree,Online Courses / Bootcamps,Documentation,7,Software Development Roles,Medium Organizations,Russian Federation,3.0,Services and Advertising,Z,Employed,Server-Side Development,Uncategorized
Developer,In-person,Degree,Online Courses / Bootcamps,Mixed Approaches,24,Software Development Roles,Small Organizations,Israel,16.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming",Backend Technologies
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,6,Other Roles,Small Organizations,Romania,6.0,Financial Sector,Y,Not employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,25,Management and Executive Roles,Small Organizations,Italy,23.0,Government and Other Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming",Frontend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,6,Software Development Roles,Medium Organizations,Turkey,3.0,Financial Sector,Z,Employed,"Server-Side Development, Web Development, System Programming",Backend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,8,Software Development Roles,Medium Organizations,Belgium,16.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Secondary Education,Other Online Resources,Documentation,10,Software Development Roles,Small Organizations,Bulgaria,10.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Backend Technologies
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,26,Software Development Roles,Small Organizations,Greece,19.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Non-developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,4,"Education, Advocacy, and Sales Roles",Large Organizations,Australia,18.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,40,Management and Executive Roles,Medium Organizations,United Kingdom of Great Britain and Northern Ireland,30.0,Services and Advertising,X,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Secondary Education,Other Online Resources,Mixed Approaches,15,Software Development Roles,Medium Organizations,Bulgaria,6.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,8,Data Science and Research Roles,Small Organizations,South Korea,4.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,8,Software Development Roles,Medium Organizations,Turkey,6.0,Technology and Information Services,Y,Employed,Server-Side Development,Backend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,10,Software Development Roles,Small Organizations,Oman,6.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,15,Software Development Roles,Small Organizations,France,15.0,Technology and Information Services,Y,Not employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries"
Developer,Remote,Secondary Education,Books / Physical Media,Mixed Approaches,14,Software Development Roles,Small Organizations,Austria,8.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Other Online Resources,Mixed Approaches,8,Software Development Roles,Small Organizations,Philippines,5.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Static Site Generators, Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Other,Online Courses / Bootcamps,Mixed Approaches,3,Software Development Roles,Medium Organizations,Ukraine,7.0,Technology and Information Services,Z,Employed,Server-Side Development,Frontend Technologies
Developer,In-person,Some College,Books / Physical Media,Mixed Approaches,7,Software Development Roles,Small Organizations,United Kingdom of Great Britain and Northern Ireland,3.0,Government and Other Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, JavaScript Libraries"
Developer,"Hybrid (some remote, some in-person)",Some College,Other Online Resources,Mixed Approaches,15,Software Development Roles,Small Organizations,Croatia,10.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,8,Software Development Roles,Medium Organizations,Canada,8.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,35,Software Development Roles,Small Organizations,Israel,25.0,Healthcare and Education,X,Employed,"Server-Side Development, Web Development, System Programming","JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,10,Software Development Roles,Small Organizations,"Iran, Islamic Republic of...",5.0,Healthcare and Education,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Non-developer,In-person,Degree,Online Courses / Bootcamps,Mixed Approaches,11,Data Science and Research Roles,Large Organizations,France,10.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,42,Software Development Roles,Small Organizations,Norway,27.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development","Static Site Generators, Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,20,Software Development Roles,Medium Organizations,Japan,6.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,10,Software Development Roles,Small Organizations,Egypt,5.0,Manufacturing Sector,Y,Employed,"Server-Side Development, Web Development, System Programming",Backend Technologies
